state,StateAbbreviation,StateFIPS,election,year,wave,numresponses,contacted,responserate,OVERALLINTEGRITY,PEIIndexp,PEIIndexp_lci,PEIIndexp_hci,PEIIndexi,PEIIndexi_lci,PEIIndexi_hci,PEIIndex_rank,PEItype,ratingstate,ratingstate_lci,ratingstate_hci,ratingcountry,ratingcountry_lci,ratingcountry_hci,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,monitor,monitorint,ngo,voted,norole,official,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
Georgia,GA,207,USA_06112018_L1,2018,2018,14,87,0.160919547080994,,51.5306129455566,,,48.8611526489258,44.2965927124023,53.4257125854492,51,2,4.5,3.73927211761475,5.26072788238525,7.2142858505249,6.62690210342407,7.80166959762573,,3.83333325386047,2.16666674613953,4.42857122421265,1.57142853736877,4,2,25,22.5595226287842,,1.92857146263123,2.78571438789368,2.14285707473755,3.14285707473755,37.5,37.5,,4.307692527771,1.69230771064758,4.35714292526245,1.64285719394684,1.78571426868439,17.3076915740967,17.6785717010498,,4.57142877578735,1.42857146263123,4.307692527771,1.69230771064758,1.70000004768372,4.30000019073486,36.6666679382324,36.6964302062988,,2.20000004768372,3.79999995231628,3.35714292526245,3.35714292526245,2.38461542129517,3.61538457870483,1.81818187236786,4.18181800842285,70.5555572509766,67.2142868041992,,3.30769228935242,2.61538457870483,3.38461542129517,3.71428561210632,3.71428561210632,3.875,57.5,62.4821434020996,,2.42857146263123,3.08333325386047,2.69230771064758,2.92857146263123,3.07142853736877,3.11111116409302,2.88888883590698,37.5,48.7857131958008,,2.38461542129517,3.61538457870483,2,4,2.21428561210632,4.14285707473755,4.07142877578735,4,4.08333349227905,1.61538457870483,60.0694427490234,61.9308052062988,,3.1538462638855,3.14285707473755,3.07692313194275,2.83333325386047,3.16666674613953,2.625,3.375,51.6666679382324,58.3571434020996,,4.2142858505249,1.78571426868439,3.78571438789368,2.21428561210632,1.53846156597137,4.46153831481934,3.57142853736877,50.480770111084,50.3348197937012,,1.64285719394684,2.92857146263123,2.61538457870483,2,30.769229888916,33.1026802062988,,8.46153831481934,2.71428561210632,,6.07142877578735,4.07142877578735,3.61538457870483,4.7857141494751,2.92857146263123,,1.14285719394684,0.142857149243355,0.928571403026581,0.142857149243355,0,0.0714285746216774,5.92857122421265,3.92857146263123,1.28571426868439,5,0.0714285746216774,3.78571438789368,0,0,0,0,0,0.142857149243355,1,0,0,1,1.21428573131561,3.57142853736877,6.35714292526245,8.53846168518066,,5.7142858505249,5.5,7.57142877578735,,2.46153855323792,3.53846144676208,3.18181824684143,2.75,4.57142877578735,1.42857146263123,1.53846156597137,4.46153831481934,4.07142877578735,1.92857146263123,2.5,3.5,2.57142853736877,3.21428561210632,4,2,4.23076915740967,1.76923072338104,2.66666674613953,3.33333325386047,3.92857146263123,2.07142853736877,1.53846156597137,4.46153831481934,2.71428561210632,3.92307686805725,2.07692313194275,3.63636374473572,2.25,3.75,2.375,3.18181824684143,,0.5,0.571428596973419,0.428571432828903,0.571428596973419,0.357142865657806,0.214285716414452,0,0.0714285746216774,0.214285716414452,0.428571432828903,0.0714285746216774
Hawai'i,HI,208,USA_06112018_L1,2018,2018,6,35,0.171428576111794,,61.7346954345703,,,66.4838409423828,60.691951751709,72.2757263183594,21,4,8.33333301544189,7.77469778060913,8.8919677734375,4.16666650772095,3.36682295799255,4.96651029586792,,2.83333325386047,3.16666674613953,3.83333325386047,2.16666674613953,3,3,44.4444427490234,44.4444427490234,,3.83333325386047,3.33333325386047,3.83333325386047,4,68.75,68.75,,2.66666674613953,3.33333325386047,2.66666674613953,3.33333325386047,4,63.8888893127441,63.8888893127441,,3,3,2.25,3.75,2,4,63.8888893127441,59.0277786254883,,2.33333325386047,3.66666674613953,4.66666650772095,4.66666650772095,2,4,1.66666662693024,4.33333349227905,81.6666641235352,81.6666641235352,,3.66666674613953,3,3,3.59999990463257,4.16666650772095,3.59999990463257,68.75,64.1666641235352,,2.75,2.33333325386047,2.66666674613953,3,3,2.20000004768372,3.79999995231628,36.6666679382324,47.4583320617676,,1.5,4.5,2.40000009536743,3.59999990463257,4.33333349227905,3.16666674613953,4.83333349227905,4.80000019073486,4.59999990463257,2.16666674613953,75.78125,74.1927108764648,,4.19999980926514,4,3.83333325386047,2.66666674613953,3.33333325386047,2.20000004768372,3.79999995231628,70,72.25,,3.16666674613953,2.83333325386047,2,4,1,5,3.79999995231628,67.1875,73.1770858764648,,4,3.33333325386047,3.5,3.83333325386047,66.6666641235352,66.6666641235352,,9.16666698455811,1.5,,7.66666650772095,5.66666650772095,3.79999995231628,4.33333349227905,6.66666650772095,,1,0.16666667163372,0.666666686534882,0.5,0,0,5.33333349227905,3.66666674613953,1.33333337306976,4.66666650772095,0.333333343267441,4,0,0,0,0,0,0,1,0,0,1,1.83333337306976,3,5.5,8,,5.83333349227905,7,8.83333301544189,,1.33333337306976,4.66666650772095,4.5,4.33333349227905,2.25,3.75,1.33333337306976,4.66666650772095,1.33333337306976,4.66666650772095,1.39999997615814,4.59999990463257,3.66666674613953,3.83333325386047,3.16666674613953,2.83333325386047,2.20000004768372,3.79999995231628,1.25,4.75,2.33333325386047,3.66666674613953,1.83333337306976,4.16666650772095,3.83333325386047,1,5,4.16666650772095,1.33333337306976,4.66666650772095,3.66666674613953,3,,0.5,0.666666686534882,0.833333313465118,0.16666667163372,0,0.333333343267441,0,0.333333343267441,0.5,0.16666667163372,0
Iowa,IA,210,USA_06112018_L1,2018,2018,9,33,0.272727280855179,,84.1836700439453,,,75.4528045654297,71.2895355224609,79.6160736083984,5,5,9.11111068725586,8.67440605163574,9.54781532287598,6.33333349227905,5.45005416870117,7.21661281585693,,2.875,3.125,3.11111116409302,2.88888883590698,2.55555558204651,3.44444441795349,54.1666679382324,52.8240737915039,,4.55555534362793,4.55555534362793,4.77777767181396,4.66666650772095,90.9722213745117,90.9722213745117,,1.22222220897675,4.77777767181396,1.33333337306976,4.66666650772095,4.33333349227905,89.814811706543,89.814811706543,,3,3,2.57142853736877,3.42857146263123,2,4,60.4166679382324,64.8611145019531,,1.625,4.375,4.625,4.375,1.75,4.25,1.57142853736877,4.42857122421265,88.3333358764648,86.7222213745117,,4,1.66666662693024,4.33333349227905,4,4,2.40000009536743,85,70.8055572509766,,4,4.14285707473755,3.5,2.25,3.75,2,4,72.5,69.9722213745117,,1.44444441795349,4.55555534362793,1.57142853736877,4.42857122421265,4,4.33333349227905,4.55555534362793,4,4.375,1.60000002384186,83.3333358764648,77.4479141235352,,4.2857141494751,4.22222232818604,4.66666650772095,1.66666662693024,4.33333349227905,1.66666662693024,4.33333349227905,88.3333358764648,85.1666641235352,,2.42857146263123,3.57142853736877,1.875,4.125,1.375,4.625,4.33333349227905,75,77.1875,,3.88888883590698,4.22222232818604,4,4.22222232818604,77.0833358764648,77.0833358764648,,8.44444465637207,2.44444441795349,,7.88888883590698,6.88888883590698,5.25,7,6.88888883590698,,1.22222220897675,0.111111111938953,1,0,0,0,6,4.33333349227905,1.22222220897675,5,0.125,3.88888883590698,0,0,0,0,0,0,0.888888895511627,0.111111111938953,0.111111111938953,1,3.11111116409302,3.25,6.7142858505249,8.55555534362793,,6.22222232818604,6.55555534362793,7.22222232818604,,1,5,4.66666650772095,4.625,2.125,3.875,1.66666662693024,4.33333349227905,2.125,3.875,1.85714280605316,4.14285707473755,4.22222232818604,4.375,3.33333325386047,2.66666674613953,2.16666674613953,3.83333325386047,1.83333337306976,4.16666650772095,1.88888883590698,4.11111116409302,1.25,4.75,4.42857122421265,2.22222232818604,3.77777767181396,4,1.42857146263123,4.57142877578735,4.16666650772095,4,,0.555555582046509,0.666666686534882,0.333333343267441,0.222222223877907,0.222222223877907,0.111111111938953,0,0,0.111111111938953,0.222222223877907,0
Idaho,ID,106,USA_06112018_L1,2018,2018,5,20,0.25,,68.3673477172852,,,65.5102081298828,58.9628601074219,72.0575561523438,24,4,8.39999961853027,7.98948860168457,8.81051063537598,5.80000019073486,4.9789776802063,6.62102270126343,,2.79999995231628,3.20000004768372,3.40000009536743,2.59999990463257,3,3,48.3333320617676,48.3333320617676,,4.19999980926514,4,4.19999980926514,4.59999990463257,81.25,81.25,,3.40000009536743,2.59999990463257,3.59999990463257,2.40000009536743,2.79999995231628,40,40,,3.5,2.5,2,4,2.33333325386047,3.66666674613953,62.5,59.75,,2,4,3.59999990463257,3.20000004768372,2.59999990463257,3.40000009536743,2,4,70,66.3000030517578,,3.40000009536743,2.79999995231628,3.20000004768372,3.75,3.20000004768372,2,57.5,53.4500007629395,,2.33333325386047,3,2.5,2.79999995231628,3.20000004768372,2,4,43.3333320617676,51.5,,1,5,1.75,4.25,3.79999995231628,2.79999995231628,4.19999980926514,4.25,3.66666674613953,1.39999997615814,62.5,66.4375,,4.40000009536743,4.59999990463257,4.5,1.5,4.5,1.25,4.75,87.5,86.0500030517578,,1.60000002384186,4.40000009536743,1.60000002384186,4.40000009536743,1.60000002384186,4.40000009536743,3,75,79.125,,4.5,3.79999995231628,4,4.19999980926514,84.375,76.5625,,6.80000019073486,2.79999995231628,,5.80000019073486,4.59999990463257,4,4.80000019073486,6.19999980926514,,1,0,1,0,0,0,6,3.20000004768372,1,5,0,2.40000009536743,0,0,0,0,0,0,0.800000011920929,0.200000002980232,0,0.800000011920929,2.40000009536743,3.79999995231628,5.25,9.19999980926514,,4.40000009536743,6.80000019073486,5.80000019073486,,2.20000004768372,3.79999995231628,3.79999995231628,4.19999980926514,2.59999990463257,3.40000009536743,1.79999995231628,4.19999980926514,3,3,2,4,3.20000004768372,4.40000009536743,3.40000009536743,2.59999990463257,3.20000004768372,2.79999995231628,2.33333325386047,3.66666674613953,2.20000004768372,3.79999995231628,1.79999995231628,4.19999980926514,3.59999990463257,1.79999995231628,4.19999980926514,3.79999995231628,1.75,4.25,3.79999995231628,3,,0.600000023841858,0.600000023841858,0.400000005960464,0.800000011920929,0.600000023841858,0.400000005960464,0.200000002980232,0,0,0.600000023841858,0
Illinois,IL,209,USA_06112018_L1,2018,2018,24,193,0.12435232847929,,72.4489822387695,71.9553146362305,72.9426498413086,68.544807434082,66.1766586303711,70.912956237793,17,4,8.58333301544189,8.26566219329834,8.90100383758545,6.29166650772095,5.64197111129761,6.94136190414429,,3.30434775352478,2.69565224647522,3.30434775352478,2.69565224647522,2.33333325386047,3.66666674613953,50.3623199462891,50.7465286254883,,4.16666650772095,4.16666650772095,4.39130449295044,4.40909099578857,81.8181838989258,81.9921875,,4.27272748947144,1.72727274894714,4.04347848892212,1.95652174949646,1.73913037776947,19.3181819915771,20.9027786254883,,3.36363625526428,2.63636374473572,2.46153855323792,3.53846144676208,2.14285707473755,3.85714292526245,59.8484840393066,60.1215286254883,,2.16666674613953,3.83333325386047,4.5,4.45833349227905,2.18181824684143,3.81818175315857,1.28571426868439,4.7142858505249,82,81.4791641235352,,3.95652174949646,2.13636374473572,3.86363625526428,3.95238089561462,4.21739149093628,2.46153855323792,66.538459777832,66.8229141235352,,2.72727274894714,3.18181824684143,3.04761910438538,3.58333325386047,2.41666674613953,2.94444441795349,3.05555558204651,38.3333320617676,48.5729179382324,,1.63636362552643,4.36363649368286,1.88888883590698,4.11111116409302,4,4.08333349227905,4.59090900421143,4.5,4.52631568908691,1.77272725105286,75.78125,74.0234375,,4.31818199157715,4.375,4.4347825050354,2.14285707473755,3.85714292526245,1.66666662693024,4.33333349227905,81.4285736083984,81.6979141235352,,1.95454549789429,4.04545450210571,1.85714280605316,4.14285707473755,1.04347825050354,4.95652151107788,4.16666650772095,83.984375,82.7604141235352,,3.91304349899292,4.08695650100708,4,4.17391300201416,77.5,76.09375,,8.52173900604248,1.82608699798584,,6.70833349227905,4.66666650772095,4,5.08333349227905,6.625,,1.25,0.20833332836628,0.958333313465118,0.0416666679084301,0,0.125,5.91666650772095,4.04166650772095,1.16666662693024,5,0.375,3.91666674613953,0,0,0,0.0416666679084301,0,0,0.916666686534882,0.0833333358168602,0,1,1.75,3.60869574546814,5.91666650772095,8.20833301544189,,5.41666650772095,6,7.08333349227905,,1.33333337306976,4.66666650772095,4.47826099395752,4.30434799194336,2.75,3.25,1.33333337306976,4.66666650772095,2.09090900421143,3.90909099578857,1.95000004768372,4.05000019073486,4.34782600402832,4.60869550704956,3.5,2.5,2.70588231086731,3.29411768913269,2.41176462173462,3.58823537826538,1.91304349899292,4.08695650100708,1.375,4.625,4.42857122421265,1.70833337306976,4.29166650772095,4.1304349899292,1.45454549789429,4.54545450210571,4.09999990463257,3.79999995231628,,0.458333343267441,0.666666686534882,0.416666656732559,0.25,0.20833332836628,0.0416666679084301,0.0833333358168602,0.0416666679084301,0.333333343267441,0.291666656732559,0.0833333358168602
Indiana,IN,107,USA_06112018_L1,2018,2018,16,110,0.145454540848732,,49.4897956848145,47.675952911377,51.303638458252,55.5739784240723,52.2877655029297,58.8601913452148,49,3,6.5,5.85092496871948,7.14907503128052,4.5,3.5949079990387,5.40509223937988,,3.64285707473755,2.35714292526245,4.5,1.5,3.875,2.125,25,24.6614589691162,,3,3.3125,3.73333334922791,3.625,60,60.46875,,4.73333311080933,1.26666665077209,4.53333330154419,1.46666669845581,1.33333337306976,8.88888835906982,9.453125,,4,2,3.79999995231628,2.20000004768372,2.11111116409302,3.88888883590698,42.8571434020996,46.71875,,2,4,3.66666674613953,3.20000004768372,2.33333325386047,3.66666674613953,1.72727274894714,4.27272748947144,66.875,67.984375,,3.26666665077209,2.92857146263123,3.07142853736877,3.1538462638855,3.33333325386047,3.125,46.4285697937012,53.6875,,2.28571438789368,2.92857146263123,3.07142853736877,3.875,2.125,3,3,32,42.8125,,1.69230771064758,4.307692527771,1.72727274894714,4.27272748947144,3.125,3.75,3.92857146263123,3.58333325386047,3.92857146263123,1.53333330154419,59.8958320617676,63.701171875,,4,3.625,4,2.20000004768372,3.79999995231628,1.63636362552643,4.36363649368286,69,72.953125,,2.21428561210632,3.78571438789368,2.26666665077209,3.73333334922791,1.375,4.625,3.85714292526245,75,74.94140625,,3.3125,3.625,3.375,3.375,60.546875,60.546875,,8.5714282989502,1.86666667461395,,6.25,4.625,3.26666665077209,4.9375,5.3125,,1.4375,0.0625,1,0.0625,0.0625,0.0625,6,4.5,1.375,5,0.125,3.9375,0,0,0.0625,0,0,0.0625,0.6875,0.3125,0,0.9375,2.4375,2.6875,6.66666650772095,8.875,,6.8125,6.6875,6.625,,1.9375,4.0625,3.38461542129517,3.71428561210632,3.875,2.125,1.21428573131561,4.7857141494751,3.8125,2.1875,2.25,3.75,3.1875,3.9375,4.07692289352417,1.92307686805725,3.27272725105286,2.72727274894714,2.5,3.5,2.06666660308838,3.93333339691162,1.1875,4.8125,3.53846144676208,2.75,3.25,3.57142853736877,1.54545450210571,4.45454549789429,2.54545450210571,2.54545450210571,,0.5625,0.5625,0.4375,0.1875,0.125,0.1875,0.25,0.0625,0.1875,0.3125,0
Kansas,KS,108,USA_06112018_L1,2018,2018,6,39,0.15384615957737,,,,,64.5960922241211,58.1265106201172,71.065673828125,28,4,7.66666650772095,6.83807706832886,8.4952564239502,6.33333349227905,4.85532426834106,7.81134271621704,,2.59999990463257,3.40000009536743,3.66666674613953,2.33333325386047,3.83333325386047,2.16666674613953,43.3333320617676,39.8611106872559,,3.66666674613953,3.33333325386047,3.33333325386047,3.83333325386047,63.5416679382324,63.5416679382324,,3.83333325386047,2.16666674613953,3.83333325386047,2.16666674613953,2.16666674613953,29.1666660308838,29.1666660308838,,4,2,3.25,2.75,1.75,4.25,44.4444427490234,50.2777786254883,,2,4,4.16666650772095,4,2,4,1.75,4.25,80,75.0416641235352,,3.33333325386047,2.5,3.5,3.79999995231628,3.83333325386047,3.25,60,62.0833320617676,,4.5,4.25,3.20000004768372,3,3,2,4,70,59.25,,2,4,1.66666662693024,4.33333349227905,3.66666674613953,4.33333349227905,4.5,4.33333349227905,4.33333349227905,1.66666662693024,71.875,71.0416641235352,,4.33333349227905,4.33333349227905,4.16666650772095,2,4,2.75,3.25,75,75.125,,1.66666662693024,4.33333349227905,1.60000002384186,4.40000009536743,1.20000004768372,4.80000019073486,4.33333349227905,93.75,86.6145858764648,,3.33333325386047,4,4,4,70,70.2083358764648,,8.19999980926514,3,,6.83333349227905,5.83333349227905,5.33333349227905,5,5.33333349227905,,1.33333337306976,0.16666667163372,0.833333313465118,0,0,0,6,3.33333325386047,1.33333337306976,5,0,3.66666674613953,0,0,0,0,0,0,0.666666686534882,0.333333343267441,0,0.833333313465118,3.66666674613953,3.33333325386047,5.80000019073486,8.39999961853027,,6.5,4.16666650772095,5.83333349227905,,1.66666662693024,4.33333349227905,4,4.19999980926514,3.59999990463257,2.40000009536743,1.20000004768372,4.80000019073486,3.83333325386047,2.16666674613953,2.79999995231628,3.20000004768372,4.16666650772095,4,4,2,3.5,2.5,2.5,3.5,1.66666662693024,4.33333349227905,1.16666662693024,4.83333349227905,4.19999980926514,3.5,2.5,4.40000009536743,1.5,4.5,4.33333349227905,3.5,,0.666666686534882,0.5,0.333333343267441,0.333333343267441,0.333333343267441,0.16666667163372,0,0,0.16666667163372,0,0
Kentucky,KY,211,USA_06112018_L1,2018,2018,2,23,0.0869565233588219,,,,,59.8852043151855,53.1089019775391,66.661506652832,43,3,6.5,3.98614263534546,9.01385688781738,5.5,1.31023752689362,9.68976211547852,,2,4,3,3,3,3,58.3333320617676,45.625,,3,2.5,4,4,59.375,59.375,,4.5,1.5,4.5,1.5,2,16.6666660308838,16.6666660308838,,3.5,2.5,2.5,3.5,2,4,58.3333320617676,58.3333320617676,,2.5,3.5,4,4,2.5,3.5,3.5,2.5,62.5,62.5,,5,5,1,,4,1,,55.125,,,,3,3,3,3,3,,52.375,,2,4,1,5,5,4,1,4,4,1,59.375,65,,3.5,4.5,4,,,,,,75.125,,1,5,2,4,1,5,4,93.75,82.03125,,3.5,4,4,3,68.75,65.3125,,8,1.5,,6,1.5,1.5,6,6.5,,1.5,0,1,0.5,0,0,6,4,2,5,0,3.5,0,0,0,0,0,0,1,0,0,1,1,4,6,8,,5,8.5,8.5,,2.5,3.5,4,3.5,2,4,1,5,3,3,1,5,4,5,5,1,1,5,1,5,1.5,4.5,1.5,4.5,4,1.5,4.5,3.5,2,4,4,,,1,1,0,0.5,0,0,0,0,0,0,0
Louisiana,LA,212,USA_06112018_L1,2018,2018,5,42,0.119047619402409,,,,,70.7448959350586,64.3946762084961,77.0951156616211,13,5,9.25,8.87525653839111,9.62474346160889,7.59999990463257,6.34586763381958,8.85413265228271,,3.20000004768372,2.79999995231628,2.79999995231628,3.20000004768372,2.20000004768372,3.79999995231628,56.6666679382324,56.6666679382324,,4.19999980926514,4.59999990463257,5,5,95.8333358764648,86.375,,3.5,2.5,4,2,2.40000009536743,31.25,31,,2,4,1.25,4.75,2.25,3.75,79.1666641235352,71.3333282470703,,1.25,4.75,3.79999995231628,4.40000009536743,1.39999997615814,4.59999990463257,1.5,4.5,90,83.4000015258789,,3.40000009536743,2.40000009536743,3.59999990463257,4.25,4,2,53.3333320617676,61.1500015258789,,5,3.33333325386047,4,2.59999990463257,3.40000009536743,2.20000004768372,3.79999995231628,90,57.1500015258789,,1.20000004768372,4.80000019073486,2.25,3.75,4,3.20000004768372,3.59999990463257,4,4.33333349227905,1.25,65.625,65,,4.75,4.80000019073486,4.80000019073486,2.5,3.5,2.33333325386047,3.66666674613953,85,82.5999984741211,,1.39999997615814,4.59999990463257,1.20000004768372,4.80000019073486,1,5,4.66666650772095,91.6666641235352,92.5625,,4.5,4.40000009536743,4.25,4.59999990463257,84.375,83.0625,,9.25,1.39999997615814,,5.80000019073486,6,5.59999990463257,4.40000009536743,6.80000019073486,,1,0,1,0,0,0,6,4.59999990463257,1.20000004768372,5,0.200000002980232,4,0,0,0,0,0,0,0.800000011920929,0.200000002980232,0,1,3.20000004768372,4,4.59999990463257,10,,3.40000009536743,5.80000019073486,8.19999980926514,,1.20000004768372,4.80000019073486,4.80000019073486,4.80000019073486,2,4,1.60000002384186,4.40000009536743,2.59999990463257,3.40000009536743,1,5,4,4.19999980926514,3,3,2.5,3.5,1.20000004768372,4.80000019073486,1.20000004768372,4.80000019073486,1.20000004768372,4.80000019073486,4.19999980926514,1.60000002384186,4.40000009536743,5,1,5,3,3.75,,0.800000011920929,0.600000023841858,0.200000002980232,0.200000002980232,0.600000023841858,0,0.400000005960464,0.400000005960464,0.400000005960464,0.400000005960464,0
Massachusetts,MA,214,USA_06112018_L1,2018,2018,20,224,0.0892857164144516,,69.3877563476562,69.0755310058594,69.6999816894531,71.7346954345703,68.9267349243164,74.5426559448242,9,5,9.35000038146973,9.07075595855713,9.62924480438232,5.44999980926514,4.6861047744751,6.21389484405518,,3.34999990463257,2.65000009536743,2.75,3.25,1.79999995231628,4.19999980926514,59.1666641235352,59.1666641235352,,4.68421030044556,4.59999990463257,4.76470565795898,4.78947353363037,94.1176452636719,92.234375,,3.17647051811218,2.82352948188782,3.66666674613953,2.33333325386047,2.72222232818604,39.5833320617676,41.4375,,3,3,2,4,1.45454549789429,4.54545450210571,73.1481475830078,66.5833358764648,,1.875,4.125,4.15000009536743,4.05000019073486,1.84210526943207,4.15789461135864,1.3125,4.6875,82.3333358764648,80.3499984741211,,3.59999990463257,2.55555558204651,3.44444441795349,3.66666674613953,3.90000009536743,2.28571438789368,57.7272720336914,59.9874992370605,,3.5,3.05263161659241,3.3125,2.78947377204895,3.21052622795105,1.76923072338104,4.23076915740967,61,60.0125007629395,,1.38888883590698,4.61111116409302,1.5625,4.4375,4.36842107772827,3.31578946113586,4.0625,4,4.4375,1.60000002384186,71.5625,70.9765625,,4.22222232818604,4.52631568908691,4.5625,1.81818187236786,4.18181800842285,1.53846156597137,4.46153831481934,87.5,83.7874984741211,,1.84210526943207,4.15789461135864,1.55555558204651,4.44444465637207,1.10526311397552,4.89473676681519,4.22222232818604,85.8333358764648,85.671875,,4.21052646636963,4.26315784454346,3.94736838340759,4.15789461135864,78.6184234619141,78.328125,,8.31578922271729,1.94736838340759,,7.5789475440979,6.78947353363037,6.16666650772095,5.21052646636963,7.05263137817383,,1.5,0.200000002980232,1,0.100000001490116,0.100000001490116,0.100000001490116,5.94999980926514,4.59999990463257,1.14999997615814,5,0.150000005960464,3.79999995231628,0,0,0,0,0,0,0.800000011920929,0.200000002980232,0,1,1.60000002384186,2.5,6.30000019073486,8.31578922271729,,6.55000019073486,5.40000009536743,6.65000009536743,,1.14999997615814,4.84999990463257,4.44444465637207,4.44999980926514,2.05555558204651,3.94444441795349,1.55555558204651,4.44444465637207,2.79999995231628,3.20000004768372,1.25,4.75,4.65000009536743,4.78947353363037,2.27777767181396,3.72222232818604,2.14285707473755,3.85714292526245,1.5625,4.4375,1.66666662693024,4.33333349227905,1.15789473056793,4.84210538864136,4.40000009536743,1.4736841917038,4.52631568908691,4,1.25,4.75,4.375,3.40000009536743,,0.449999988079071,0.75,0.300000011920929,0.449999988079071,0.25,0.300000011920929,0.150000005960464,0,0.300000011920929,0.349999994039536,0
Maryland,MD,109,USA_06112018_L1,2018,2018,10,95,0.105263158679008,,63.7755088806152,,,70.8010177612305,66.8940582275391,74.7079772949219,12,5,8.69999980926514,8.26369190216064,9.13630771636963,5.5,4.10341262817383,6.89658737182617,,3.125,2.875,2.66666674613953,3.33333325386047,1.77777779102325,4.22222232818604,59.375,60.3333320617676,,4.19999980926514,4.5,4.59999990463257,4.5,86.25,86.25,,3.79999995231628,2.20000004768372,3.70000004768372,2.29999995231628,2,29.1666660308838,29.1666660308838,,3.14285707473755,2.85714292526245,2.42857146263123,3.57142853736877,1.79999995231628,4.19999980926514,66.6666641235352,62.2083320617676,,2.22222232818604,3.77777767181396,4.40000009536743,4.40000009536743,2,4,1.60000002384186,4.40000009536743,78.3333358764648,80.1750030517578,,3.44444441795349,2.55555558204651,3.44444441795349,4.125,3.70000004768372,2.59999990463257,55,60.875,,3.71428561210632,4.14285707473755,4,3.29999995231628,2.70000004768372,2.5,3.5,60,62.9249992370605,,1.77777779102325,4.22222232818604,1.55555558204651,4.44444465637207,4.30000019073486,4.19999980926514,4.55555534362793,4.25,4.7142858505249,1.875,78.125,75.953125,,4.5,4.30000019073486,4.09999990463257,2,4,1.66666662693024,4.33333349227905,82.5,81,,1.66666662693024,4.33333349227905,1.70000004768372,4.30000019073486,1.39999997615814,4.59999990463257,4.14285707473755,83.3333358764648,83.59375,,4.09999990463257,4,3.88888883590698,4.09999990463257,75.6944427490234,75.5625,,8.30000019073486,2.40000009536743,,7.09999990463257,7.09999990463257,5.66666650772095,4.19999980926514,6.59999990463257,,1.39999997615814,0,1,0,0,0.100000001490116,6,4.80000019073486,1.29999995231628,5,0,3.90000009536743,0,0,0,0,0,0,1,0,0,1,1,2.20000004768372,7,8.5,,6.59999990463257,6.40000009536743,7.19999980926514,,1.60000002384186,4.40000009536743,4.40000009536743,4.30000019073486,3.16666674613953,2.83333325386047,1.5,4.5,2.09999990463257,3.90000009536743,1.66666662693024,4.33333349227905,4.33333349227905,4.5,3,3,2.33333325386047,3.66666674613953,2,4,1.70000004768372,4.30000019073486,1.70000004768372,4.30000019073486,4.22222232818604,1.875,4.125,4.40000009536743,1.60000002384186,4.40000009536743,3.66666674613953,4,,0.600000023841858,0.699999988079071,0.300000011920929,0.300000011920929,0.200000002980232,0.100000001490116,0,0,0.300000011920929,0.100000001490116,0
