candidate_id,candidate_name,state_abbreviation,congressional_district,party,cash_on_hand,disbursements,receipts,ind_support,ind_oppose,party_expenditures
H0CA48024,"ISSA, DARRELL",CA,48,Republican,320670,992894,1021001,668960,0,0
H0CA48172,"BURLEY, BRIAN J MR.",CA,47,Republican,233868,71369,304627,0,0,0
H0CA48198,"STEEL, MICHELLE",CA,45,Republican,1351194,909918,2104038,100000,0,0
H0CA50129,"ABED, SAM",CA,50,Republican,0,10400,0,0,0,0
H0CO03132,"VALDEZ, DONALD",CO,3,Democrat,29183,201338,230521,0,0,0
H0CO03165,"BOEBERT, LAUREN",CO,3,Republican,1728645,1402134,2773985,528873,112550,0
H0CO04197,"MCCORKLE, ISAAC IAN",CO,4,Democrat,161316,55609,64451,0,0,0
H0CT03072,"DELAURO, ROSA L",CT,3,Democrat,542216,471396,853883,0,0,797
H0CT03163,"PAGLINO, JUSTIN COBB DR MD, PHD",CT,3,Green,914,9733,10117,0,0,0
H0DC00058,"NORTON, ELEANOR HOLMES",DC,0,Democrat,72685,102106,77162,0,0,0
H0FL02086,"LAWSON, ALFRED JR",FL,5,Democrat,234773,57697,125079,0,0,0
H0FL03175,"CAMMACK, KAT",FL,3,Republican,416096,487230,871472,0,0,0
H0FL04140,"AGUILAR, ERICK JAVIER",FL,4,Republican,596143,143704,738844,0,0,0
H0FL06111,"THRIPP, RICHARD",FL,6,Democrat,66,7370,6451,0,0,0
H0FL08208,"WEBSTER, DANIEL",FL,11,Republican,312934,165343,267575,0,0,0
H0FL09081,"OLSON, WILLIAM",FL,9,Republican,19418,82353,98453,0,0,0
H0FL09115,"CASTILLO, JOSE",FL,9,Republican,6767,38279,45042,0,0,0
H0FL10113,"MONTAGUE, WILLIE",FL,10,Republican,6897,53790,51893,0,0,0
H0FL13133,"MAKKI, AMANDA",FL,13,Republican,285331,17281,302430,0,0,0
H0FL13158,"PAULINA LUNA, ANNA",FL,13,Republican,169374,364292,492957,83067,9624,0
H0FL15104,"FRANKLIN, SCOTT MR.",FL,15,Republican,224608,148324,347451,5058,0,0
H0FL17068,"WILSON, FREDERICA S.",FL,24,Democrat,458729,110797,148940,0,0,0
H0FL19080,"DEUTCH, THEODORE ELIOT",FL,22,Democrat,468278,304135,312597,0,0,0
H0FL19106,"BANYAI, CINDY LYN",FL,19,Democrat,12853,34712,36244,0,0,0
H0FL20112,"JONES, LATERESA ANN",FL,11,Republican,1403,8330,9733,0,0,0
H0FL21078,"LOOMER, LAURA",FL,11,Republican,70831,167304,207220,0,0,0
H0FL23090,"SPALDING, CARLA A",FL,23,Republican,102346,799720,886047,0,0,0
H0FL24205,"SPICER, LAVERN",FL,24,Republican,2595,49688,52219,0,0,0
H0FL26036,"GIMENEZ, CARLOS",FL,26,Republican,846724,149967,957520,0,16250,0
H0GA03074,"ALMONORD, VALBRUN DR.",GA,3,Democrat,21416,1006,11714,0,0,0
H0GA05301,"WILLIAMS, NIKEMA NATASSHA",GA,5,Democrat,165852,323872,298562,0,0,0
H0GA06192,"GREENE, MARJORIE TAYLOR MRS.",GA,14,Republican,3252266,3413941,6306891,7250,112514,0
H0GA07125,"HICE, JODY",GA,10,Republican,194449,79887,24420,0,0,0
H0GA07273,"MCCORMICK, RICHARD DEAN DR.",GA,6,Republican,767328,443042,1177418,0,0,0
H0GA08099,"SCOTT, JAMES AUSTIN",GA,8,Republican,677485,213938,224893,0,0,0
H0GA09246,"CLYDE, ANDREW",GA,9,Republican,68250,174722,234863,290,0,0
H0IA01174,"ARENHOLZ, ASHLEY HINSON",IA,2,Republican,1433961,1152290,2469580,114112,0,0
H0IA04145,"FEENSTRA, RANDALL",IA,4,Republican,634909,378385,1001348,0,0,0
H0IL01210,"MATTHEWS, AMEENA",IL,1,Democrat,12803,4857,17660,0,0,0
H0IL05096,"QUIGLEY, MIKE",IL,5,Democrat,1139140,232124,348916,0,0,0
H0IL07167,"COLLINS, KINA ISIS",IL,7,Democrat,109596,129041,235696,0,0,0
H0IL11052,"KINZINGER, ADAM",IL,16,Republican,3351167,689766,2517283,72,22917,0
H0IL15129,"MILLER, MARY",IL,15,Republican,426769,303853,611922,5200,0,0
H0IL17083,"KING, ESTHER JOY",IL,17,Republican,655957,326949,980615,0,0,0
H0IN01135,"MCDERMOTT, THOMAS",IN,1,Democrat,0,0,0,0,0,0
H0IN01150,"MRVAN, FRANK J",IN,1,Democrat,189317,107674,182764,0,0,0
H0IN02190,"WALORSKI SWIHART, JACKIE",IN,2,Republican,1166848,306086,669637,0,0,0
H0IN05326,"SPARTZ, VICTORIA",IN,5,Republican,819142,830575,1540593,7284,0,0
H0IN08114,"BUCSHON, LARRY D.",IN,8,Republican,377886,290527,461494,0,0,0
H0KS01123,"MANN, TRACEY ROBERT",KS,1,Republican,582583,111708,418094,0,0,0
H0KS02188,"LATURNER, JAKE",KS,2,Republican,399416,219393,603861,0,0,0
H0KS03236,"ADKINS, AMANDA",KS,3,Republican,749000,186608,892898,0,0,0
H0KY05015,"ROGERS, HAROLD DALLAS",KY,5,Republican,896030,155846,214973,0,0,0
H0KY06104,"BARR, GARLAND ANDY",KY,6,Republican,1536574,355770,1537641,0,0,0
H0LA01087,"SCALISE, STEVE MR",LA,1,Republican,5952108,7795280,7529669,0,0,0
H0MA04192,"AUCHINCLOSS, JAKE",MA,4,Democrat,1860982,238502,1641702,0,0,0
H0MA10082,"KEATING, WILLIAM RICHARD",MA,9,Democrat,1550128,189306,234656,0,0,0
H0MD05225,"PALOMBI, CHRISTOPHER",MD,5,Republican,5001,4945,8624,0,0,0
H0MD06231,"PARROTT, NEIL CONRAD",MD,6,Republican,217182,16513,116533,0,0,0
H0MI02094,"HUIZENGA, WILLIAM P",MI,2,Republican,917101,310055,757459,0,0,0
H0MI03266,"NORTON, THOMAS JOHN",MI,2,Republican,51757,85299,136541,0,0,0
H0MI03308,"MEIJER, PETER MR.",MI,3,Republican,859161,318494,1089456,2250,0,0
H0MI04108,"FEIG, ANTHONY DEAN DR.",MI,4,Democrat,20483,21604,30111,0,0,0
H0MI06202,"SOLIS, JERRY",MI,6,Republican,-4404,7709,8010,0,0,0
H0MI08133,"DETMER, MIKE",MI,8,Republican,16527,2974,13039,0,0,0
H0MI10287,"MCCLAIN, LISA",MI,10,Republican,167378,76627,195850,0,0,0
H0MN01045,"HAGEDORN, JAMES",MN,1,Republican,515042,294864,728775,0,169,0
H0MN02134,"KISTNER, TYLER",MN,2,Republican,237038,563421,766447,0,11,0
H0MN07091,"FISCHBACH, MICHELLE",MN,7,Republican,274584,487641,724276,0,1848,0
H0MO04086,"HARTZLER, VICKY",MO,4,Republican,0,0,0,0,0,0
H0MO06073,"GRAVES, SAMUEL B. JR.",MO,6,Republican,884208,664690,691925,0,0,0
H0MS04120,"PALAZZO, STEVEN MCCARTY",MS,4,Republican,304793,209345,213109,0,0,0
H0MS04161,"CARL, BOYANTON",MS,4,Republican,536247,29696,564260,0,0,0
H0NC02125,"ROSS, DEBORAH",NC,5,Democrat,721121,402556,672218,0,0,0
H0NC03149,"SMITH, SANDY",NC,2,Republican,255214,483361,718005,0,0,0
H0NC03172,"MURPHY, GREGORY FRANCIS DR.",NC,3,Republican,567323,261171,566263,0,0,0
H0NC06241,"HAYWOOD, JOSEPH LEE",NC,7,Republican,10143,25649,20255,0,0,0
H0NC09187,"BISHOP, JAMES DANIEL",NC,8,Republican,714623,182931,837158,51,0,0
H0NC11175,"DAVIS, MORRIS D. COL.",NC,11,Democrat,0,120688,17396,0,0,0
H0NC11233,"CAWTHORN, DAVID MADISON",NC,13,Republican,372726,2128220,2395215,0,30725,0
H0NH01282,"MOWERS, MATT",NH,1,Republican,395603,45626,432776,0,0,0
H0NH02181,"KUSTER, ANN MCLANE",NH,2,Democrat,1750089,546398,1223402,0,0,0
H0NJ05174,"PALLOTTA, FRANK",NJ,5,Republican,110760,63821,151253,0,0,0
H0NJ07261,"KEAN, THOMAS H. JR.",NJ,7,Republican,605540,136696,648557,0,0,0
H0NJ09200,"PREMPEH, WILLIAM SREBOE",NJ,9,Republican,38944,96311,122298,0,0,0
H0NJ11024,"TRUGMAN, ROBERT G.",NJ,7,Republican,15432,0,18345,0,0,0
H0NM03102,"LEGER FERNANDEZ, TERESA",NM,3,Democrat,266577,323728,428835,0,0,0
H0NV04023,"PETERS, SAMUEL JAMES MR",NV,4,Republican,172134,199231,367829,0,0,0
H0NY01202,"FLEMING, BRIDGET",NY,1,Democrat,331938,148872,469097,0,0,0
H0NY02234,"GARBARINO, ANDREW",NY,2,Republican,882191,277223,1027560,0,10000,0
H0NY03075,"D'ARRIGO, MELANIE",NY,3,Democrat,96562,58803,147925,0,0,0
H0NY03083,"DEVOLDER-SANTOS, GEORGE ANTHONY",NY,3,Republican,255956,337523,503964,0,0,0
H0NY09080,"JAMES, ISIAH",NY,9,Democrat,16940,14351,24375,0,0,0
H0NY11078,"MALLIOTAKIS, NICOLE",NY,11,Republican,1800913,517482,2295451,0,0,0
H0NY15160,"TORRES, RITCHIE JOHN",NY,15,Democrat,2053808,274942,1939060,0,0,0
H0NY16143,"BOWMAN, JAMAAL",NY,16,Democrat,270799,439462,632787,0,0,0
H0NY17174,"JONES, MONDAIRE",NY,17,Democrat,2237824,368871,1809107,0,0,0
H0NY24063,"CONOLE, FRANCIS",NY,24,Democrat,181366,56928,237363,0,0,0
H0NY26068,"EGRIU, EMIN",NY,26,Democrat,72361,6484,51545,0,0,0
H0NY27090,"JACOBS, CHRISTOPHER L.",NY,27,Republican,285831,228759,451761,0,6250,0
H0NY29054,"REED, THOMAS W",NY,23,Republican,123322,745682,686614,0,0,0
H0OH04085,"SITES, JEFFREY ALAN",OH,4,Democrat,335897,482574,818471,0,0,0
H0OH06189,"JOHNSON, BILL",OH,6,Republican,1131401,307335,579906,0,0,0
H0OH12179,"SHEARER, ALAINA",OH,12,Democrat,0,32998,24697,0,0,0
H0OH18077,"GIBBS, ROBERT",OH,7,Republican,458825,162776,130027,0,0,0
H0OK05205,"BICE, STEPHANIE",OK,5,Republican,748338,431158,967905,100000,8333,0
H0OR02127,"BENTZ, CLIFF",OR,2,Republican,349422,231111,491479,0,0,0
H0OR04107,"SKARLATOS, ALEK",OR,4,Republican,334100,534176,744920,0,0,0
H0OR05104,"COURSER, AMY RYAN",OR,6,Republican,8857,63206,61592,0,0,0
H0PA03271,"KELLY, GEORGE J JR",PA,16,Republican,1019828,282407,343710,0,0,0
H0PA07132,"SCHELLER, LISA",PA,7,Republican,890021,356175,1165616,0,0,0
H0PA08197,"DANIELS, TEDDY",PA,8,Republican,210844,224976,405163,0,0,0
H0PA08221,"BOGNET, JIM",PA,8,Republican,137274,14567,18353,0,0,0
H0PA10110,"DEPASQUALE, EUGENE",PA,10,Democrat,29717,138516,160337,0,0,0
H0PA12181,"KELLER, FRED",PA,12,Republican,594526,313990,432737,0,0,0
H0PA12207,"ELIZABETH, TERWILLIGER",PA,12,Libertarian,6584,11632,15095,0,0,0
H0RI01073,"CICILLINE, DAVID N",RI,1,Democrat,1296410,354889,1122251,0,0,0
H0RI02139,"LANGEVIN, JAMES R HONORABLE",RI,2,Democrat,915860,164141,368528,0,0,0
H0RI02287,"LANCIA, BOB",RI,2,Republican,31140,34368,57835,0,0,0
H0SC01394,"MACE, NANCY",SC,1,Republican,1377167,1037521,2355200,112617,26667,0
H0SC03077,"DUNCAN, JEFFREY D MR.",SC,3,Republican,505739,521758,545086,290,0,0
H0TN01118,"HARSHBARGER, DIANA",TN,1,Republican,413559,228010,383724,0,0,0
H0TN03254,"FLEISCHMANN, CHARLES J",TN,3,Republican,2244728,171962,536349,0,0,0
H0TN04195,"DESJARLAIS, SCOTT HON.",TN,4,Republican,258884,89532,45767,291,0,0
H0TX04219,"FALLON, PATRICK",TX,4,Republican,252038,147064,236993,0,0,0
H0TX07170,"HUNT, WESLEY",TX,38,Republican,1046840,203946,1026844,408774,0,0
H0TX08145,"JONES, LAURA",TX,8,Democrat,4850,17655,21196,0,0,0
H0TX09176,"TEAGUE, JOHNNY MARK DR.",TX,7,Republican,1861,4657,6368,0,0,0
H0TX11230,"PFLUGER, AUGUST LEE II",TX,11,Republican,1396381,338271,1140246,0,0,0
H0TX12246,"PUTNAM, CHRIS",TX,12,Republican,410557,1232,409912,0,0,0
H0TX14218,"WILLIAMS, MIKAL D. DR",TX,14,Democrat,6088,5759,10795,0,0,0
H0TX15124,"DE LA CRUZ, MONICA",TX,15,Republican,422089,565850,980433,0,0,0
H0TX16106,"ARMENDARIZ-JACKSON, IRENE",TX,16,Republican,20668,31860,36287,0,0,0
H0TX22302,"NEHLS, TROY",TX,22,Republican,290752,200572,472117,0,0,0
H0TX24209,"VAN DUYNE, ELIZABETH ANN",TX,24,Republican,1090837,519647,1542073,0,0,0
H0TX28069,"WHITTEN, SANDRA LINN MRS.",TX,28,Republican,-6103,43036,34135,5026,0,0
H0TX30081,"CLEVELAND, SHENITA LACHE",TX,30,Democrat,3684,6285,16904,0,0,0
H0TX31030,"GARAPATI, ABHIRAM",TX,31,Republican,0,0,0,0,0,0
H0TX31097,"IMAM, DONNA",TX,37,Democrat,96186,17346,113583,0,0,0
H0TX32053,"PENNIE, DEMETRICK TRE DR.",TX,30,Republican,30,126986,121354,0,0,0
H0TX35015,"GONZALES, ERNEST ANTHONY TONY II",TX,23,Republican,1158879,545203,1672723,147193,0,0
H0UT01205,"MOORE, BLAKE",UT,1,Republican,366101,135334,473073,0,0,0
H0UT04076,"OWENS, BURGESS",UT,4,Republican,542649,896123,1358443,321440,0,0
H0VA02167,"BAAN, ANDY",VA,2,Republican,11731,20522,13685,0,0,0
H0VA02175,"BELL, JAROME",VA,2,Republican,24840,190434,214818,0,0,0
H0VA04064,"BENJAMIN, LEON MR. SR.",VA,4,Republican,18021,65874,61970,0,0,0
H0VA05160,"GOOD, ROBERT G.",VA,5,Republican,313735,121436,384834,6825,0,0
H0VA07109,"RAMIREZ, TINA MARIE MRS.",VA,7,Republican,247632,91857,339489,0,0,0
H0VA09055,"GRIFFITH, H MORGAN",VA,9,Republican,481523,103519,163601,290,0,0
H0VA11127,"ANANTATMULA, MANGA",VA,11,Republican,13650,27212,27035,0,0,0
H0WA02080,"LARSEN, RICK",WA,2,Democrat,545691,234597,451085,10,0,0
H0WA02189,"CALL, JASON",WA,2,Democrat,6668,64483,70655,0,0,0
H0WA03187,"HERRERA BEUTLER, JAIME",WA,3,Republican,1382337,435224,1731397,0,10000,0
H0WA06081,"KREISELMAIER, ELIZABETH",WA,6,Republican,102214,60907,152106,0,0,0
H0WA06099,"PARSON, REBECCA ELIZABETH",WA,6,Democrat,31815,49367,67380,0,0,0
H0WA08046,"DELBENE, SUZAN K",WA,1,Democrat,1628217,480833,769932,10,0,0
H0WA08103,"JENSEN, JESSE",WA,8,Republican,295329,120290,405492,0,0,0
H0WA10034,"STRICKLAND, MARILYN",WA,10,Democrat,450037,216815,634826,0,0,0
H0WI03175,"VAN ORDEN, DERRICK F. MR.",WI,3,Republican,1247539,589491,1823226,0,9624,0
H0WI05113,"FITZGERALD, SCOTT",WI,5,Republican,221162,305068,338916,234819,0,0
H0WI07101,"TIFFANY, TOM",WI,7,Republican,129352,253189,259822,342,0,0
H0WV01072,"MCKINLEY, DAVID B. MR.",WV,1,Republican,628142,150493,385424,0,51,0
H1FL20011,"VILME, PRADEL",FL,20,Democrat,48462,4288,52750,0,0,0
H2AK01075,"BRELSFORD, GREGG BOWYER MR.",AK,0,Independent,6309,19718,26027,0,0,0
H2AL03032,"ROGERS, MICHAEL",AL,3,Republican,483192,455652,436610,0,0,0
H2AL05102,"STRONG, DALE WHITNEY",AL,5,Republican,292543,240741,533284,0,0,0
H2AL05110,"BLALOCK, KEVIN ANDREW",AL,5,Republican,3393,10981,14375,0,0,0
H2AL05128,"WARDYNSKI, CASEY",AL,5,Republican,173891,92791,266682,0,0,0
H2AL05169,"ROBERTS, JOHN",AL,5,Republican,85020,32339,117359,0,0,0
H2AL05185,"THOMPSON, CHARLIE III",AL,5,Democrat,1513,18553,20066,0,0,0
H2AR02087,"CARTWRIGHT, NICHOLAS",AR,2,Democrat,3323,16666,19989,0,0,0
H2AR03275,"KUMAR, NEIL",AR,3,Republican,17559,8497,26056,0,0,0
H2AR03283,"HAYS, LAUREN",AR,3,Democrat,1463,18837,20300,0,0,0
H2AZ01339,"BLACKMAN, WALTER JACK",AZ,1,Republican,104857,370624,475481,1000,0,0
H2AZ01347,"MOORE FOR AZ, JOHN W",AZ,1,Republican,9284,21214,30498,0,0,0
H2AZ01354,"CRANE, ELI",AZ,1,Republican,225585,178811,404396,0,0,0
H2AZ02311,"ENGEL, KIRSTEN",AZ,6,Democrat,413679,186446,600125,0,0,0
H2AZ02329,"FRIESE, RANDALL S.",AZ,2,Democrat,282697,422581,705278,0,0,0
H2AZ02337,"URREA, MARCOS J",AZ,2,Democrat,1718,6658,8376,0,0,0
H2AZ02345,"HERNANDEZ, DANIEL",AZ,6,Democrat,350990,155139,506129,0,0,0
H2AZ02352,"LOWELL, DOUGLAS",AZ,2,Republican,89084,36341,125425,0,0,0
H2AZ02360,"CISCOMANI, JUAN",AZ,2,Republican,569086,47434,616520,0,0,0
H2AZ02386,"MARTIN, BRANDON MR.",AZ,2,Republican,44119,571,44690,0,0,0
H2AZ03152,"POZZOLO, LUIS B",AZ,3,Republican,82368,5432,87800,0,0,0
H2AZ04192,"STAHL, JUDITH",AZ,4,Democrat,10948,249126,260074,0,0,0
H2AZ06213,"ULIS, ERIC",AZ,6,Democrat,232,6337,6569,0,0,0
H2AZ06221,"HODGE, JEVIN D.",AZ,6,Democrat,103742,142698,246440,0,0,0
H2AZ06239,"KONCZAL, KEVIN",AZ,6,Republican,0,12180,12180,0,0,0
H2AZ06247,"NORTON, ELIJAH",AZ,6,Republican,1460804,120348,1581152,0,0,0
H2AZ07070,"GRIJALVA, RAUL M",AZ,3,Democrat,291322,146865,211979,0,0,0
H2AZ07187,"ZINK, JEFFREY NELSON MR",AZ,7,Republican,10393,9765,20159,0,0,0
H2AZ07195,"BECKER, NINA",AZ,7,Republican,3044487,3390,3047678,0,0,0
H2AZ09142,"STOVALL, ALEX",AZ,9,Republican,1406,104364,105769,0,0,0
H2AZ09167,"LOPEZ, JESUS RENE JR.",AZ,9,Republican,25848,3000,28848,0,0,0
H2AZ09175,"WHEELESS, TANYA CONTRERAS",AZ,9,Republican,190055,17658,207713,0,0,0
H2CA00104,"LOWENTHAL, ALAN",CA,47,Democrat,443784,116344,168092,0,0,0
H2CA00120,"BROWNLEY, JULIA",CA,26,Democrat,3546297,305924,738791,290791,0,0
H2CA00146,"TOOMIM, LEAH MELISSA",CA,32,Republican,2775,3440,6215,0,0,0
H2CA00153,"RECILE, RUDY",CA,8,Republican,1238,8520,9758,0,0,0
H2CA01177,"HAWKINS, BRIAN",CA,25,Republican,8540,105889,114430,1000,0,0
H2CA01219,"LYDON, ROBERT K",CA,1,Democrat,5870,4130,10000,0,0,0
H2CA01227,"STEINER, MAX",CA,1,Democrat,134494,58597,193090,0,0,0
H2CA02142,"LAMALFA, DOUG",CA,1,Republican,256146,109095,274099,0,0,0
H2CA02209,"BROWER, DOUGLAS REV",CA,2,Republican,2439,2696,5135,0,0,0
H2CA03116,"PALETTA, JASON",CA,3,Republican,3923,1537,5460,0,0,0
H2CA04122,"JONES, KERMIT",CA,3,Democrat,273558,40538,314096,0,0,0
H2CA06259,"HUFFMAN, JARED",CA,2,Democrat,934528,289071,301157,0,0,0
H2CA06317,"FREMGEN, JAMES LUCAS",CA,6,Democrat,14318,10024,24342,0,0,0
H2CA08214,"MARSHALL, DEREK",CA,23,Democrat,44747,238864,283611,0,0,0
H2CA09121,"CHIMA, HARPREET SINGH",CA,9,Democrat,39788,7936,47723,0,0,0
H2CA12174,"DENNIS, JOHN",CA,12,Republican,76291,264598,340888,0,0,0
H2CA14147,"MATTAMMAL, GUS",CA,14,Republican,7994,10,8004,0,0,0
H2CA15094,"SWALWELL, ERIC MICHAEL",CA,14,Democrat,776568,1341533,1615173,0,0,0
H2CA16126,"SHELDON-LONDON, MONIKA LOUISE MS.",CA,4,Republican,-4037,5658,5730,0,0,0
H2CA16134,"GIGLIO, DAVID ANTHONY",CA,13,Republican,402327,143192,545519,0,0,0
H2CA16142,"BROWN, NATHAN K",CA,16,Republican,108804,15691,124495,0,0,0
H2CA18130,"TANAKA, GREG",CA,18,Democrat,53244,2342,55586,0,0,0
H2CA18148,"RADING, AJWANG",CA,18,Democrat,102433,4601,107034,0,0,0
H2CA20094,"VALADAO, DAVID",CA,21,Republican,1026965,251577,1122713,0,0,0
H2CA21175,"PARRA, NICOLE",CA,21,Democrat,79416,30935,97767,0,0,0
H2CA21183,"MATHYS, CHRIS",CA,21,Republican,298259,33649,331908,0,0,0
H2CA21191,"OSORIO, BRYAN",CA,22,Democrat,59402,41814,101216,0,0,0
H2CA21209,"LARA, ANGEL",CA,21,Democrat,29398,27016,56414,0,0,0
H2CA22165,"HUBBARD, LOURIN",CA,22,Democrat,29361,13076,42437,0,0,0
H2CA22199,"HENG, ELIZABETH",CA,22,Republican,28339,95204,123543,0,0,0
H2CA23148,"AMATO, BRUNO",CA,23,Democrat,84405,224515,308920,0,0,0
H2CA23155,"WOOD, MARISA",CA,23,Democrat,161965,165428,327394,0,0,0
H2CA25184,"NAZANIN, RHODA",CA,25,Democrat,0,88482,88482,0,0,0
H2CA25200,"LUEVANOS, RUTH",CA,25,Democrat,7443,30218,37661,0,0,0
H2CA25218,"QUARTEY, JOHN QUAYE II",CA,25,Democrat,278233,166817,445050,0,0,0
H2CA26133,"JACOBS, MATTHEW MR.",CA,26,Republican,557939,72575,630514,0,0,0
H2CA28113,"CARDENAS, TONY",CA,29,Democrat,578898,444079,493187,0,0,0
H2CA30275,"RHODES, AARIKA SAMONE",CA,30,Democrat,130188,49980,123277,0,0,0
H2CA30291,"AAZAMI, SHERVIN",CA,30,Democrat,16293,104930,102733,0,0,0
H2CA30309,"POTELL, JASON RANDOLPH",CA,32,Democrat,3955,43355,49839,0,0,0
H2CA31125,"AGUILAR, PETE",CA,33,Democrat,2361276,637902,1159584,0,0,0
H2CA31141,"COVELL, CAROLYN ELIZABETH MRS",CA,31,Republican,6406,6649,13055,0,0,0
H2CA33048,"ROYBAL-ALLARD, LUCILLE",CA,40,Democrat,74371,98333,134161,0,0,0
H2CA33212,"RAGGE, CLAIRE",CA,36,Republican,2750,7250,10000,0,0,0
H2CA36439,"RUIZ, RAUL DR.",CA,36,Democrat,2798213,402276,884317,0,0,0
H2CA37023,"CALVERT, KEN",CA,41,Republican,809172,359744,758317,0,0,0
H2CA38245,"MOREIRA, ELIZABETH",CA,38,Democrat,4444,4869,9313,0,0,0
H2CA38252,"ANI, SYLVESTER UGONNA JR.",CA,38,Democrat,9516,11137,20653,0,0,0
H2CA39078,"SANCHEZ, LINDA",CA,38,Democrat,927770,308903,395689,0,0,0
H2CA39136,"CHEN, JAY",CA,45,Democrat,782081,392235,1100590,0,0,0
H2CA39151,"CHING, ERIC J",CA,39,Republican,35163,40807,75970,0,0,0
H2CA42189,"MOSELY, BRANDON",CA,42,Democrat,46455,88359,134814,0,0,0
H2CA42197,"KURANI, SHRINA",CA,42,Democrat,110463,36199,146662,0,0,0
H2CA43245,"TAKANO, MARK",CA,41,Democrat,376762,240283,453080,179,0,0
H2CA45125,"PHAN WEST, AMY",CA,47,Republican,64795,23445,88240,0,0,0
H2CA45158,"COLLINS, SHAWN",CA,45,Republican,180185,26358,206543,0,0,0
H2CA45166,"TAURUS, NICHOLAS ANDREW",CA,40,Republican,1582,4524,6106,0,0,0
H2CA46149,"ORTEGA, MICHAEL",CA,46,Democrat,8279,12072,20351,0,0,0
H2CA47170,"LYONS, MICHELLE",CA,47,Republican,9338,12177,21515,0,0,0
H2CA49242,"RODRIGUEZ, CHRISTOPHER",CA,49,Republican,310364,165479,475842,0,0,0
H2CA50026,"VARGAS, JUAN C.",CA,52,Democrat,321875,158974,411109,0,0,0
H2CA50174,"HOULAHAN, STEPHEN WILLIAM",CA,50,Democrat,13313,5655,17995,0,0,0
H2CA50208,"ROCHA, JOSEPH C.",CA,50,Democrat,108355,356605,464961,0,0,0
H2CA52089,"PETERS, SCOTT",CA,52,Democrat,1853299,412421,684602,26826,0,0
H2CA52154,"BAILEY, RICHARD",CA,52,Republican,380825,25303,406128,0,0,0
H2CA54010,"VOLOTZKY, LUCIE L",CA,32,Republican,4658,2283,6941,0,0,0
H2CO01199,"WALIA, NEAL",CO,1,Democrat,66362,34275,100637,0,0,0
H2CO03195,"WILHELM, COLIN",CO,3,Democrat,94590,222727,305417,0,0,0
H2CO03203,"SMITH, GREGG HARRISON",CO,3,Democrat,0,61204,61204,0,0,0
H2CO03211,"DONOVAN, KERRY",CO,3,Democrat,613725,1301366,1915092,0,0,0
