candidate_id,candidate_name,state_abbreviation,congressional_district,party,cash_on_hand,disbursements,receipts,ind_support,ind_oppose,party_expenditures
S2OK00137,"BOLLINGER, JASON",OK,0,Democrat,1588,5781,7370,0,0,0
S2OK00145,"DAHM, NATHAN",OK,0,Republican,57769,943,58712,0,0,0
S2OR00135,"BEEBE, RODNEY JASON",OR,0,Republican,3813,3252,7065,0,0,0
S2OR00150,"PALMER, SAMUEL",OR,0,Republican,18618,7782,26400,0,0,0
S2OR00168,"HARBICK, DARIN",OR,0,Republican,37579,6614,44193,0,0,0
S2PA00307,"MCGUIGAN, JOHN DAVID",PA,0,Democrat,21,143742,143762,0,0,0
S2PA00315,"STERN, EVERETT",PA,0,Republican,3087,86152,98857,0,0,0
S2PA00331,"ROSENFELD, MARTIN",PA,0,Republican,9679,2886,10751,0,0,0
S2PA00372,"GALE, SEAN",PA,0,Republican,7069,14769,21838,0,0,0
S2PA00380,"BARTOS, JEFF",PA,0,Republican,2240854,612031,2852885,0,0,0
S2PA00398,"KENYATTA, MALCOLM",PA,0,Democrat,318966,881341,1200307,0,0,0
S2PA00406,"KHALIL, ALEXANDRIA GLORIA",PA,0,Democrat,5373,6538,11911,0,0,0
S2PA00448,"STREET, SHARIF",PA,0,Democrat,155924,210394,367318,0,0,0
S2PA00455,"BAUMLIN, KEVIN DR.",PA,0,Democrat,217681,373297,580126,0,0,0
S2PA00463,"ARKOOSH, VALERIE",PA,0,Democrat,1038709,1024554,2063264,0,0,0
S2PA00471,"JEFFRIES, ROBERT",PA,0,Republican,1513,39775,41288,0,0,0
S2PA00489,"BARNETTE, KATHY",PA,0,Republican,371152,553937,809340,0,0,0
S2PA00497,"HAYES, JAMES EDWARD",PA,0,Republican,0,5303,5546,0,0,0
S2PA00505,"PARNELL, RICHARD SEAN",PA,0,Republican,1084200,794300,1675566,0,227973,0
S2PA00539,"SNYDER, CRAIG",PA,0,Republican,0,38648,38648,0,0,0
S2PA00547,"ORTS, ERIC",PA,0,Democrat,74268,165570,239838,0,0,0
S2PA00554,"SANDS, CARLA H",PA,0,Republican,3261983,293048,3555031,0,0,0
S2PA00562,"LAMB, CONOR",PA,0,Democrat,2199883,1263931,2629995,0,0,0
S2SC00103,"MATTHEWS, KRYSTLE",SC,0,Democrat,7493,31809,39302,0,0,0
S2SC00111,"GETER, ANGELA MS",SC,0,Democrat,5914,1912,7826,0,0,0
S2SD00068,"THUNE, JOHN R.",SD,0,Republican,14839847,3426463,7623378,0,0,0
S2SD00092,"MOWRY, MARK S.",SD,0,Republican,1692,23897,25589,0,0,0
S2UT00336,"EDWARDS, BECKY",UT,0,Republican,483236,242281,725517,0,0,0
S2UT00344,"ISOM, ALLY",UT,0,Republican,310261,104770,415032,0,0,0
S2VT00177,"THRAN, ALEXANDRA NICOLE",VT,0,Democrat,11930,1710,13640,0,0,0
S2WA00189,"MURRAY, PATTY",WA,0,Democrat,5897681,6298622,8474958,10174,0,0
S2WA00338,"SLEISTER, NICOLAUS",WA,0,Democrat,423,12110,12533,0,0,0
S2WA00387,"SMILEY, TIFFANY",WA,0,Republican,1152358,470439,1622798,0,0,0
S2WI00334,"BATTINO, GILLIAN M.D.",WI,0,Democrat,34695,216992,251687,0,0,0
S2WI00342,"LASRY, ALEX",WI,0,Democrat,1520565,1626221,3146786,0,0,0
S2WI00359,"GODLEWSKI, SARAH",WI,0,Democrat,786494,1088648,1875142,0,0,0
S2WI00383,"OLIKARA, STEVEN",WI,0,Democrat,64328,99996,164324,0,0,0
S2WI00391,"LARSON, CHRISTOPHER",WI,0,Democrat,111,71628,71740,0,0,0
S2WI00409,"MURPHY, ADAM CHRISTOPHER",WI,0,Democrat,6240,95829,100108,0,0,0
S2WI00417,"PECKARSKY, PETER",WI,0,Democrat,1978,35707,37614,0,0,0
S2WI00441,"BARNES, MANDELA",WI,0,Democrat,711089,419033,1130122,132685,0,0
S2WI00458,"LEWIS, CHANTIA",WI,0,Democrat,6510,10743,17253,0,0,0
S2WI00466,"WILLIAMS, DARRELL L. DR.",WI,0,Democrat,2860,3000,5860,0,0,0
S4AK00099,"MURKOWSKI, LISA",AK,0,Republican,3243520,1419575,4571976,250000,8333,0
S4HI00136,"SCHATZ, BRIAN",HI,0,Democrat,3714370,1766322,3233527,0,0,0
S4LA00065,"KENNEDY, JOHN NEELY",LA,0,Republican,9776666,6213389,14769714,100000,2197,0
S4NC00089,"BURR, RICHARD M",NC,0,Republican,46271,910416,721150,0,0,0
S4OK00232,"LANKFORD, JAMES PAUL",OK,0,Republican,2397625,1859270,3692157,0,0,0
S4OR00156,"PERKINS, JO RAE",OR,0,Republican,-9837,10653,6258,0,0,0
S4PA00121,"TOOMEY, PATRICK JOSEPH",PA,0,Republican,1364704,6302380,7539693,0,0,0
S4SC00240,"SCOTT, TIMOTHY E.",SC,0,Republican,18808330,16089496,31018081,1861873,0,0
S4VT00017,"LEAHY, PATRICK J",VT,0,Democrat,2070500,1794407,1861067,0,0,0
S6AL00013,"SHELBY, RICHARD C",AL,0,Republican,9689053,590490,287906,0,0,0
S6CA00584,"HARRIS, KAMALA D",CA,0,Democrat,0,9326285,8397400,0,0,0
S6GA00119,"ISAKSON, JOHN HARDY",GA,0,Republican,415339,1633011,1077567,0,0,0
S6IL00292,"DUCKWORTH, L. TAMMY",IL,0,Democrat,5772757,5548604,10183517,3,0,0
S6IN00191,"YOUNG, TODD CHRISTOPHER",IN,0,Republican,5607529,3641653,9183790,220000,0,0
S6MD03441,"VAN HOLLEN, CHRIS",MD,0,Democrat,3932022,1910932,5363914,10174,0,0
S6NH00091,"HASSAN, MARGARET WOOD",NH,0,Democrat,6457044,8005369,14328961,4500,321146,0
S6NV00200,"CORTEZ MASTO, CATHERINE",NV,0,Democrat,8304757,6726061,14810264,821794,819820,0
S6OR00110,"WYDEN, RONALD LEE",OR,0,Democrat,6049650,5878004,8529363,0,0,0
S6PA00274,"FETTERMAN, JOHN KARL",PA,0,Democrat,4207874,5071400,9280610,0,214000,0
S8AL00381,"BROOKS, MO",AL,0,Republican,1857411,1048292,1768201,772839,9624,0
S8CA00515,"BRADLEY, JAMES P.",CA,0,Republican,964,59999,60963,0,0,0
S8ID00027,"CRAPO, MICHAEL D",ID,0,Republican,5390938,2030880,4556054,0,0,0
S8NY00082,"SCHUMER, CHARLES E.",NY,0,Democrat,31863636,8542076,29728894,0,36667,0
S8OH00086,"GIBBONS, MICHAEL",OH,0,Republican,4214720,4373587,8588185,0,0,0
