candidate_id,state_abbreviation,congressional_district,candidate_party,disbursement,ind_support,ind_oppose,party_expenditures
H0AL01055,CARL, JERRY LEE, JR,AL,1,Republican,1685856,144203,2318326,0
H0AZ01390,MOORE, JOHN WILLIAM,AZ,1,Republican,4446,0,0,0
H0AZ01408,REIDHEAD, NOLAN QUINN MR,AZ,1,Republican,124745,0,0,0
H0AZ02174,WADSACK, JUSTINE LOUISE,AZ,2,Republican,16087,0,0,0
H0AZ02182,MORGAN, JOSEPH DAVID,AZ,2,Republican,16801,0,0,0
H0AZ02190,MARTIN, BRANDON RAY,AZ,2,Republican,72469,0,0,0
H0AZ02224,LIGON, MIKE,AZ,2,Republican,50500,0,0,0
H0AZ02232,STAUTZ, SHAY,AZ,2,Republican,249859,0,0,0
H0AZ02265,RUDEN, NORAN ERIC,AZ,2,Republican,210977,0,0,0
H0AZ02281,QUILTER, PETER,AZ,2,Democrat,0,0,0,0
H0AZ03461,WOOD, DANIEL,AZ,3,Republican,2142,0,0,0
H0AZ04519,STARKY, STUART,AZ,4,Democrat,5773,0,0,0
H0AZ04527,ROBINSON, EMILY,AZ,4,Independent,0,0,0,0
H0AZ04535,WARD, ANNE MARIE,AZ,4,Republican,83901,0,0,0
H0AZ05185,RAMOS, JAVIER GARCIA MR.,AZ,5,Democrat,6780,0,0,0
H0AZ06068,RIMMER, STEPHANIE S,AZ,6,Democrat,149164,0,0,0
H0AZ06084,GENTLES, KARL E,AZ,6,Democrat,238655,0,0,0
H0AZ06092,LEWELLEN, TOM MR.,AZ,6,Other,7630,0,0,0
H0AZ07082,BARNETT, JOSH,AZ,7,Republican,6359,0,0,0
H0AZ08072,MUSCATO, MICHAEL ARCHANGEL,AZ,8,Democrat,190099,10,0,0
H0AZ08080,OLSEN, ROBERT,AZ,8,Democrat,69558,0,0,0
H0AZ08098,RODRIGUEZ, JIMMY,AZ,8,Republican,0,0,0,0
H0AZ09021,TUTORA, NICHOLAS,AZ,9,Republican,44813,0,0,0
H0AZ09062,FUENTES-WOLFE, TALIA,AZ,9,Democrat,11529,0,0,0
H0CA02153,MANGAS MONIZ, RACHEL OLIVIA,CA,2,Democrat,10794,0,0,0
H0CA03078,BERA, AMERISH,CA,7,Democrat,921807,8515,0,0
H0CA03128,HAMILTON, TAMIKA,CA,3,Republican,150212,0,0,0
H0CA03144,FEUCHT, J.C. SEAN,CA,3,Republican,334698,0,0,0
H0CA04167,FRAME, SEAN COLIN,CA,4,Democrat,163282,0,0,0
H0CA04175,KENNEDY, BRYNNE,CA,4,Democrat,1118488,765,0,135
H0CA04183,BENZEL, JULIANNE ELIZABETH MRS.,CA,4,Republican,51492,0,0,0
H0CA06162,EMARD, BENJAMIN,CA,6,Democrat,16366,0,0,0
H0CA06170,BISH, CHRISTINE,CA,6,Republican,13575,0,0,0
H0CA07129,BURDICK, JEFF,CA,7,Democrat,30463,0,0,0
H0CA07137,PATTERSON, ROBERT BUZZ,CA,7,Republican,17993,0,0,0
H0CA07152,IVY, JON,CA,7,Republican,14653,0,0,0
H0CA08069,DENNIS, JOHN,CA,12,Republican,626901,0,0,0
H0CA08101,BUBSER, CHRISTINE,CA,8,Democrat,938430,765,0,90
H0CA08127,STAAT, JEREMY,CA,8,Republican,124657,0,0,0
H0CA08135,OBERNOLTE, JAY,CA,8,Republican,1326946,365006,0,0
H0CA08143,CONAWAY, ROBERT DEAN,CA,8,Democrat,7471,0,0,0
H0CA08168,ESMUS, JEFF,CA,8,Other,12480,0,0,0
H0CA09109,MARTINEK, WILLIAM CHARLES,CA,9,Republican,18710,0,0,0
H0CA09125,AMADOR, ANTONIO,CA,9,Republican,7652,0,0,0
H0CA10073,DESAULNIER, MARK,CA,11,Democrat,307127,1515,0,0
H0CA10149,GARAMENDI, JOHN,CA,3,Democrat,624892,1505,0,0
H0CA10248,DOSSETT, CHARLES,CA,10,Republican,3799,0,0,0
H0CA10263,SOUSA LIVENGOOD, MARLA,CA,10,Republican,144452,0,0,0
H0CA10271,ELLIOTT, BOB,CA,10,Republican,395683,0,0,0
H0CA10289,BLEVINS, RYAN,CA,10,Democrat,5657,0,0,0
H0CA12111,BACELAR, AGATHA,CA,12,Democrat,75794,0,0,0
H0CA12129,GALLAGHER, TOM,CA,12,Democrat,13397,0,0,0
H0CA12137,LORRAINE, DEANNA,CA,12,Republican,247246,0,0,0
H0CA13127,PITERMAN, KONSTANTINE NIKKA-SHER,CA,13,Republican,1915,0,0,0
H0CA14117,GOODROW, CRISTOS JON,CA,14,Democrat,8857,0,0,0
H0CA15213,WAHAB, AISHA,CA,15,Democrat,69020,0,0,0
H0CA15221,WIECKOWSKI, ROBERT,CA,15,Democrat,14174,0,0,0
H0CA15262,SHARMA, NISHA,CA,11,Republican,62045,0,0,0
H0CA16112,WILLIAMS, KIM,CA,16,Democrat,44928,0,0,0
H0CA16120,COOKINGHAM, KEVIN,CA,16,Republican,115717,16692,0,0
H0CA16138,SORIA, ESMERALDA,CA,16,Democrat,473288,755,0,0
H0CA17193,TANDON, RITESH,CA,17,Republican,96327,0,0,0
H0CA18068,KUMAR, RISHI,CA,18,Democrat,417275,0,0,0
H0CA18084,FOX, DR. RICHARD B,CA,18,Republican,20222,0,0,0
H0CA19173,DENHAM, JEFF,CA,10,Republican,115236,0,0,0
H0CA20122,GORMAN, JEFF,CA,20,Republican,44851,0,0,0
H0CA20130,BOLA?OS SCOW, ADAM,CA,20,Democrat,121445,0,0,0
H0CA22094,REZVANI SARABI, AMIR DARYOUSH,CA,22,Democrat,251127,0,0,0
H0CA22102,ARBALLO, PHIL,CA,22,Democrat,2172597,0,0,112
H0CA23167,MANGONE, KIM,CA,23,Democrat,206227,755,0,0
H0CA24157,CALDWELL, JAMES ANDREW,CA,24,Republican,711403,0,0,0
H0CA25097,VALLADARES, SUZETTE MARTINEZ,CA,25,Republican,31463,0,0,0
H0CA25105,GARCIA, MICHAEL,CA,25,Republican,3841286,817336,1005320,96483
H0CA25113,UNDERWOOD JACOBS, ANGELA,CA,25,Republican,195424,0,0,0
H0CA25121,CRIPE, MARK,CA,25,Republican,23264,0,0,0
H0CA25147,PAPADOPOULOS, GEORGE,CA,25,Republican,149351,0,0,0
H0CA25154,SMITH, CHRISTY,CA,25,Democrat,3099401,2551986,3579343,74065
H0CA25170,UYGUR, CENK,CA,25,Democrat,2071344,0,8350,0
H0CA25212,VALDEZ-ORTEGA, ANIBAL MR.,CA,25,Democrat,23751,0,0,0
H0CA25220,LOZANO, DAVID,CA,25,Republican,7308,0,0,0
H0CA25238,COOPER, ROBERT,CA,25,Democrat,18084,0,0,0
H0CA26137,SALAS, ROBERT LAMBERT MR.,CA,26,Democrat,8839,0,0,0
H0CA26145,KENNEDY, RONDA,CA,26,Republican,66334,0,0,0
H0CA27085,SCHIFF, ADAM,CA,28,Democrat,8216341,1072,1327,0
H0CA27127,NALBANDIAN, JOHNNY,CA,27,Republican,9347,0,0,0
H0CA28141,BARBOSA, JENNIFER,CA,28,Independent,349574,0,0,0
H0CA28158,HOLLIS, JON,CA,28,Republican,0,0,0,0
H0CA28174,PUDLO, G MAEBE A. GIRL,CA,28,Democrat,3655,0,0,0
H0CA28182,EARLY, ERIC,CA,28,Republican,1029454,0,0,0
H0CA31129,GIBBONEY, AGNES,CA,31,Republican,47612,0,0,0
H0CA32101,CHU, JUDY,CA,27,Democrat,812177,765,0,0
H0CA32333,GONZALES, EMANUEL LAWRENCE MR,CA,32,Democrat,5864,0,0,0
H0CA32341,KASHIFALGHITA, MESHAL 'KASH',CA,32,Democrat,30848,0,0,0
H0CA33117,BASS, KAREN,CA,37,Democrat,1139184,84,0,0
H0CA33208,FRICKE, BRANDON,CA,33,Other,35908,0,0,0
H0CA33216,LIEW, SARAH SUN,CA,33,Republican,102559,0,0,0
H0CA34115,MOTIWALLA, FRANCES YASMEEN,CA,34,Democrat,125783,0,0,0
H0CA34131,KIM, DAVID,CA,34,Democrat,53169,0,0,0
H0CA34149,WRIGHT, JOANNE,CA,34,Republican,32029,0,0,0
H0CA35146,CARGILE, MIKE,CA,35,Republican,4425,0,0,0
H0CA36177,RUIZ, RAUL,CA,36,Republican,6239,583,0,0
H0CA36185,STEVANOVICH, MILO MILUTIN,CA,36,Republican,51215,0,0,0
H0CA36193,CRUZ, ERIN,CA,36,Republican,0,0,0,0
H0CA37167,WEBBER, ERROL MR.,CA,37,Republican,15486,0,0,0
H0CA37175,THOMPSON, LARRY,CA,37,Other,193083,0,0,0
H0CA39114,CRUZ-LARA, IGNACIO ISRAEL,CA,19,Republican,5455,0,0,0
H0CA40120,FELIX, ANTHONY DR. JR.,CA,40,Democrat,4077,0,0,0
H0CA40138,DELGADO, ANTONIO,CA,40,Republican,31322,0,0,0
H0CA42217,O'MARA, WILLIAM EDWARD DR IV,CA,42,Democrat,53992,1906,0,0
H0CA42233,MARSTON, REGINA L MRS,CA,42,Democrat,14831,0,0,0
H0CA43108,COLLINS, JOE,CA,43,Republican,2825016,1280,0,0
H0CA44189,EARLEY, BILLY,CA,44,Republican,29580,0,0,0
H0CA45087,SEDGWICK, DONALD M,CA,45,Republican,897329,287112,10000,0
H0CA45095,HUANG, PEGGY,CA,45,Republican,539052,0,0,0
H0CA45103,GENNAWEY, RAY,CA,45,Republican,70706,0,0,0
H0CA45111,WOOLWORTH, BRENTON,CA,45,Republican,10120,0,0,0
H0CA45129,SPARKS, LISA,CA,45,Republican,529387,0,0,0
H0CA45145,PAI, ADITYA,CA,45,Democrat,46486,0,0,0
H0CA45160,GONZALES, CHRISTOPHER JOHN,CA,45,Republican,62878,0,0,0
H0CA46077,WATERS, JAMES STEVENS,CA,46,Republican,10481,0,0,0
H0CA47133,MOUA, SOU,CA,47,Republican,7058,0,0,0
H0CA47141,WEST, AMY PHAN,CA,47,Republican,12912,0,0,0
H0CA47166,MATHEWS, PETER,CA,47,Democrat,17223,0,0,0
H0CA48156,BRADLEY, JAMES P.,CA,33,Republican,29444,0,0,0
H0CA48172,BURLEY, BRIAN J MR.,CA,48,Republican,141281,0,0,0
H0CA48198,STEEL, MICHELLE,CA,48,Republican,1321579,191,0,0
H0CA48206,ENGELS, CHRISTOPHER MICHAEL,CA,48,Republican,5000,0,0,0
H0CA49055,DAVIS, SUSAN A.,CA,53,Democrat,206268,750,0,0
H0CA49113,WILLIAMS, GRACE I DR,CA,41,Democrat,38515,0,0,0
H0CA49139,FORTIN, MARA,CA,49,Republican,54408,0,0,0
H0CA50103,BALKIN, ALEX,CA,50,Democrat,44543,0,0,0
H0CA50111,WILSKE, LARRY A MR.,CA,50,Republican,468142,0,0,0
H0CA50129,ABED, SAM,CA,50,Republican,21465,0,0,0
H0CA50145,DEMAIO, CARL,CA,50,Republican,3442701,234700,0,0
H0CA50178,ISSA, DARRELL,CA,50,Republican,7737120,53381,1284341,0
H0CA52059,RAMOS, FAMELA SALDANA,CA,53,Republican,52476,0,0,0
H0CA52067,CASADY, NANCY LEE,CA,52,Democrat,9010,0,0,0
H0CA52075,CUNNINGHAM, RYAN BARRETT,CA,52,Other,20320,0,0,0
H0CA52083,DEBELLO, JAMES,CA,52,Republican,265513,0,0,0
H0CA53073,RAMON CABALLERO, JOSE IIII,CA,53,Democrat,19080,0,0,0
H0CA53081,VAZQUEZ, JOAQUIN,CA,53,Democrat,15440,0,0,0
H0CA53099,FIELDS, ZACK,CA,53,Democrat,42173,0,0,0
H0CA53107,GOMEZ, GEORGETTE,CA,53,Democrat,904445,557995,0,0
H0CA53115,JACOBS, SARA,CA,53,Democrat,1763321,1379509,0,0
H0CA53123,GOLDBECK, JANESSA,CA,53,Democrat,369803,423565,0,0
H0CA53131,CALDERON, MARISA,CA,50,Democrat,149373,0,0,0
H0CA53164,MEZA, ANNETTE,CA,53,Democrat,11060,0,0,0
H0CA53172,BROOKS II, JOHN L,CA,53,Democrat,6500,0,0,0
H0CA53180,KUTNER, ERIC ROGER,CA,53,Democrat,3415,0,0,0
H0CA53214,ORISTIAN, MICHAEL PATRICK,CA,53,Republican,18131,0,0,0
H0CA53222,FOUNTAIN, JOSEPH DR.,CA,53,Democrat,2814,0,0,0
H0CA53230,WONG, TOM K,CA,53,Democrat,113466,0,0,0
H0CA53248,SANTORI, SUZETTE,CA,53,Democrat,6043,0,0,0
H0CO01136,DURAN, CRISANTA DESIRAE,CO,1,Democrat,130948,0,0,0
H0CO02225,WINN, CHARLES E. DR,CO,2,Republican,19055,0,0,0
H0CO03132,VALDEZ, DONALD,CO,3,Democrat,25347,0,0,0
H0CO03157,IACINO, JAMES,CO,3,Democrat,1064439,62410,0,90
H0CO03165,BOEBERT, LAUREN,CO,3,Republican,141595,0,0,0
H0CO03173,MILTON, CHRISTOPHER HAWKINS CRITTER,CO,3,Other,3781,0,0,0
H0CO04197,MCCORKLE, ISAAC IAN,CO,4,Democrat,36884,0,0,0
H0CO05129,FREELAND, JILLIAN,CO,5,Democrat,33551,0,0,0
H0CO05145,LUCAS, RYAN,CO,5,Democrat,11581,0,0,0
H0CO06101,STOCKHAM, CASPER WESLEY,CO,7,Republican,28491,3400,0,0
H0CO06119,HOUSE, STEVEN,CO,6,Republican,410575,0,0,0
H0CT01126,FAY, MARY,CT,1,Republican,370,0,0,0
H0CT01134,GRIFFIN, JAMES LEONARD,CT,1,Republican,6746,0,0,0
H0CT02199,GILMER, THOMAS M,CT,2,Republican,36094,0,0,0
H0CT02207,ANDERSON, JUSTIN,CT,2,Republican,24041,0,0,0
H0CT03072,DELAURO, ROSA L,CT,3,Democrat,885971,10,0,5000
H0CT03155,STREICKER, MARGARET,CT,3,Republican,199821,0,0,0
H0CT04195,RIDDLE, JONATHAN,CT,4,Republican,4644,0,0,0
H0CT04229,GOLDSTEIN, MICHAEL TED,CT,4,Republican,28112,0,0,0
H0CT05200,SULLIVAN, DAVID XAVIER,CT,5,Republican,125593,0,0,0
H0CT05226,HYDE, ROBERT FINLEY,CT,5,Republican,22959,0,0,0
H0CT05234,MEEHAN, RYAN,CT,5,Republican,39118,0,0,0
H0DC00058,NORTON, ELEANOR HOLMES,DC,0,Democrat,253387,0,0,0
H0DC01015,KRUCOFF, DAVID,DC,0,Independent,0,0,0,0
H0FL01146,MERK, GREGORY CHARLES,FL,1,Republican,5600,0,0,0
H0FL01153,ORAM, ALBERT,FL,1,Other,6960,0,0,0
H0FL02086,LAWSON, ALFRED JR,FL,5,Democrat,375924,10,0,0
H0FL03159,WELLS, AMY POPE,FL,3,Republican,96459,0,0,0
H0FL03175,CAMMACK, KAT,FL,3,Republican,450504,386076,0,0
H0FL03183,CHRISTENSEN, ADAM J,FL,3,Democrat,15828,0,0,0
H0FL03191,ROLLINS, GAVIN,FL,3,Republican,135536,0,0,0
H0FL03209,ST. GEORGE, JAMES,FL,3,Republican,643018,60000,0,0
H0FL03217,GIUNN, KENT,FL,3,Republican,347,0,0,0
H0FL03233,CHAMBERLIN, RYAN MR.,FL,3,Republican,137630,0,0,0
H0FL03241,CHASE, TODD,FL,3,Republican,245062,9733,0,0
H0FL03258,ENGELBRECHT, CHARLES WILLIAM MR,FL,3,Republican,31288,0,0,0
H0FL03266,THEUS, DAVID,FL,3,Republican,15369,0,0,0
H0FL04140,AGUILAR, ERICK JAVIER DR.,FL,4,Republican,11220,0,0,0
H0FL04157,DEEGAN, DONNA,FL,4,Democrat,346879,10,0,0
H0FL05147,CHESTER, ALBERT II,FL,5,Democrat,43621,0,0,0
H0FL05170,ADLER, GARY,FL,5,Republican,38165,0,0,0
H0FL05188,WAGONER, JOHN ROGER,FL,5,Republican,23957,0,0,0
H0FL06103,CURTIS, CLINT,FL,6,Democrat,5843,0,0,0
H0FL06111,THRIPP, RICHARD,FL,6,Democrat,29190,0,0,0
H0FL07093,SALADO, ARMANI,FL,7,Republican,5395,0,0,0
H0FL07119,EDWARDS, JANET,FL,7,Republican,14581,0,0,0
H0FL07127,THIBODEAU, MIKE,FL,7,Republican,11572,0,0,0
H0FL07135,GOBLE, RICHARD,FL,7,Republican,150031,0,0,0
H0FL07143,VALENTIN, LEO,FL,7,Republican,314965,0,0,0
H0FL07150,ZHAO, YUKONG,FL,7,Republican,221674,0,0,0
H0FL07168,DIANGELUS, JEAN ROCHELLE CHELLE,FL,7,Republican,23730,0,0,0
H0FL07184,JACKSON, SEAN,FL,7,Republican,4075,0,0,0
H0FL07192,GARLINGTON, WILLIAM,FL,7,Other,0,0,0,0
H0FL08208,WEBSTER, DANIEL,FL,11,Republican,392868,0,0,0
H0FL08224,KENNEDY, JAMES,FL,8,Democrat,89595,0,0,0
H0FL08265,CAINE, SCOTT,FL,8,Republican,161561,30000,0,0
H0FL09073,ORTIZ, SERGIO E,FL,9,Republican,10440,0,0,0
H0FL09081,OLSON, WILLIAM,FL,9,Republican,197780,0,0,0
H0FL09115,CASTILLO, JOSE ALFREDO,FL,9,Republican,25955,0,0,0
H0FL09131,WRIGHT, CHRISTOPHER ROBERT,FL,9,Republican,16681,0,0,0
H0FL10089,TROEN, KIRK,FL,10,Republican,30639,0,0,0
H0FL10113,MONTAGUE, WILLIE,FL,10,Republican,12483,0,0,0
H0FL13125,GRIFFIN, SHEILA,FL,13,Republican,43480,0,0,0
H0FL13133,MAKKI, AMANDA,FL,13,Republican,724398,51400,0,0
H0FL13141,BECKER, MATT,FL,13,Republican,123629,0,0,0
H0FL13158,PAULINA LUNA, ANNA,FL,13,Republican,690937,0,4500,0
H0FL13166,NEWBY, SHARON BARRY,FL,13,Republican,93472,0,0,0
H0FL13174,SACRAMENTO, NICOLAS,FL,13,Republican,5091,0,0,0
H0FL14131,ELLIOTT, PAUL SIDNEY,FL,14,Republican,10440,0,0,0
H0FL15070,PHILIPPE, JESSE,FL,15,Democrat,17321,0,0,0
H0FL15088,HATTERSLEY, ADAM ROGER,FL,15,Democrat,514483,10,0,45
H0FL15104,FRANKLIN, SCOTT MR.,FL,15,Republican,482190,20000,294347,0
H0FL16094,GOOD, MARGARET ELIZABETH ROWELL,FL,16,Democrat,963840,0,0,90
H0FL17068,WILSON, FREDERICA S,FL,24,Democrat,288674,10,0,0
H0FL17159,ELLISON, ALLEN,FL,17,Democrat,11240,0,0,0
H0FL18181,VESSIO, NICHOLAS P,FL,18,Republican,80421,0,0,0
H0FL18199,VAZQUEZ, OSVALDO,FL,18,Democrat,507142,0,0,67
H0FL18207,KEITH, PAMELA M.,FL,18,Democrat,190208,5000,0,0
H0FL19080,DEUTCH, THEODORE ELIOT,FL,22,Democrat,1157261,10,0,0
H0FL19106,BANYAI, CINDY LYN,FL,19,Democrat,61424,0,0,0
H0FL19114,FIGLESTHALER, WILLIAM MATTHEW MD,FL,19,Republican,2349039,0,245108,0
H0FL19122,EAGLE, DANE,FL,19,Republican,492952,419179,968122,0
H0FL19130,SEVERSON, DANIEL MARK,FL,19,Republican,137764,0,0,0
H0FL19155,HOLDEN, DAVID,FL,19,Democrat,191634,0,0,0
H0FL19163,AQUINO, DARREN DIONE MR.,FL,19,Republican,60401,0,0,0
H0FL19171,O'CONNELL, FORD,FL,19,Republican,351716,0,0,0
H0FL19189,HENDERSON, RANDY,FL,19,Republican,221573,0,0,0
H0FL19197,FITZENHAGEN, HEATHER,FL,19,Republican,153573,0,0,0
H0FL19205,DONALDS, BYRON,FL,19,Republican,886738,3109182,265154,0
H0FL19213,MCLAUGHLIN, CHRISTY,FL,19,Republican,13546,0,0,0
H0FL19221,ASKAR, CASEY,FL,19,Republican,2774451,3400,1938903,0
H0FL19247,KOWAL, DANIEL,FL,19,Republican,39479,0,0,0
H0FL20112,JONES, LATERESA ANN,FL,20,Republican,1073,0,0,0
H0FL20120,MUSSELWHITE, GREGORY WAYNE SR.,FL,20,Republican,23096,0,0,0
H0FL20138,MODY, ROSHAN,FL,20,Democrat,4450,0,0,0
H0FL20153,DEGRAMMONT, VIC,FL,20,Republican,10810,0,0,0
H0FL21037,ACOSTA, CHRISTIAN F.,FL,21,Republican,87625,0,0,0
H0FL21045,BLUEMING JR, MICHAEL JOESPH,FL,21,Republican,16000,0,0,0
H0FL21052,DA ROSA, VICTOR GARCIA,FL,21,Republican,5354,0,0,0
H0FL21060,SCANLAN, AARON,FL,21,Republican,89381,0,0,0
H0FL21078,LOOMER, LAURA,FL,21,Republican,921269,26533,0,0
H0FL21086,VILARDI, MICHAEL,FL,21,Republican,40447,0,0,0
H0FL21094,FELTON, ELIZABETH,FL,21,Republican,48553,0,0,0
H0FL21110,SHERRILL, REBA,FL,21,Republican,50065,0,0,0
H0FL21136,BLUEMLING, MICHAEL JOSEPH JR,FL,21,Republican,3773,0,0,0
H0FL21144,WEISS, GUIDO,FL,21,Democrat,17192,0,0,0
H0FL21177,MALKEMUS, CHARLESTON,FL,21,Other,6960,0,0,0
H0FL22050,REYES, OMAR,FL,22,Independent,7628,0,0,0
H0FL22084,MELTON, JESSICA MS.,FL,22,Republican,121943,0,0,0
H0FL22100,SWAFFAR, DARLENE,FL,22,Republican,17140,0,0,0
H0FL22118,PRUDEN, JAMES L.,FL,22,Republican,148892,0,0,0
H0FL22159,FLYNN, FRAN,FL,22,Republican,136545,0,0,0
H0FL23041,OLIVO, CHRISTINE ALEXANDRIA,FL,24,Other,17242,0,0,0
H0FL23066,MENDELSON, RICHARD,FL,23,Republican,2990,0,0,0
H0FL23082,PERELMAN, JENNIFER PILCHICK,FL,23,Democrat,220186,0,0,0
H0FL23090,SPALDING, CARLA A,FL,23,Republican,144701,0,0,0
H0FL23108,KROSKE, MICHAEL T,FL,23,Republican,14688,0,0,0
H0FL24197,LEHTOLA, SAKINAH LEE,FL,24,Democrat,4789,0,0,0
H0FL24205,SPICER, LAVERN,FL,24,Republican,20439,0,0,0
H0FL26010,VILARINO, IRINA MS.,FL,26,Republican,426685,0,0,0
H0FL26028,BLANCO, OMAR,FL,26,Republican,138269,61864,0,0
H0FL26036,GIMENEZ, CARLOS,FL,26,Republican,270616,0,0,0
H0FL27026,FIOL, JUAN E MR.,FL,27,Republican,23361,0,0,0
H0FL27034,MOLINA, RAYMOND,FL,27,Republican,29342,0,0,0
H0FL27042,TARRIO, ENRIQUE,FL,27,Republican,8530,0,0,0
H0GA01052,SEIDMAN, BARBARA,GA,1,Democrat,28871,0,0,0
H0GA01060,MERRITT, DANIEL,GA,1,Republican,123263,0,0,0
H0GA01078,GRIGGS, JOYCE,GA,1,Democrat,26789,0,0,0
H0GA02258,COLE, DONALD EUGENE,GA,2,Republican,25145,0,0,0
H0GA03074,ALMONORD, VALBRUN,GA,3,Democrat,8637,0,0,0
H0GA04114,NIETMANN, ELAINE,GA,4,Democrat,12851,0,0,0
H0GA04130,HASTON, WILLIAM,GA,4,Democrat,9775,0,0,0
H0GA04148,CRUZ, JOHSIRA C MRS,GA,4,Republican,7040,0,0,0
H0GA05251,MARTIN, BARRINGTON DEON MR II,GA,5,Democrat,7531,0,0,0
H0GA05277,STANTON KING, ANGELA,GA,5,Republican,28572,0,0,0
H0GA06168,BEACH, BRANDON,GA,6,Republican,564419,0,0,0
H0GA06184,RODDEN, NICOLE,GA,6,Republican,176038,0,0,0
H0GA06192,GREENE, MARJORIE TAYLOR MRS.,GA,14,Republican,1446486,125941,44652,0
H0GA06218,BARTHELEMY, MYKEL LYNN,GA,6,Republican,4540,0,0,0
H0GA07125,HICE, JODY,GA,10,Republican,310219,1973,750,0
H0GA07190,COLE, MARQUS A.,GA,7,Democrat,59479,0,0,0
H0GA07208,ISLAM, NABILAH AISHAH,GA,7,Democrat,853130,0,0,0
H0GA07216,EAVES, JOHN H DR.,GA,7,Democrat,80790,0,0,0
H0GA07224,HOMRICH, LYNNE,GA,7,Republican,958020,0,0,0
H0GA07232,GONSALVES, MARK,GA,7,Republican,597446,0,0,0
H0GA07257,BULLOCK, BENJAMIN E.,GA,14,Republican,379294,0,0,0
H0GA07265,LERAH, LEE,GA,7,Republican,636065,0,0,0
H0GA07273,MCCORMICK, RICHARD DEAN DR.,GA,7,Republican,1044496,977461,0,0
H0GA07281,LOPEZ ROMERO, BRENDA,GA,7,Democrat,175286,1856,0,0
H0GA07299,UNTERMAN, RENEE,GA,7,Republican,1057985,0,901580,0
H0GA07307,BABBAGE, LISA NOEL,GA,7,Republican,6531,0,0,0
H0GA07315,TSENG, AMIDA JACQUELINE,GA,7,Republican,38779,0,0,0
H0GA07323,KARINSHAK, ZAHRA S.,GA,7,Democrat,796576,0,0,90
H0GA08099,SCOTT, JAMES AUSTIN,GA,8,Republican,469586,0,750,0
H0GA08115,HOLLIDAY, LINDSAY DOZIER DR,GA,8,Democrat,5220,0,0,0
H0GA09030,GRAVES, JOHN THOMAS MR. JR.,GA,14,Republican,1176789,0,0,0
H0GA09162,WILSON, DAN CAROLL MR.,GA,9,Democrat,19899,0,0,0
H0GA09170,PANDY, DEVIN D MR SR,GA,9,Democrat,17778,0,0,0
H0GA09204,TANNER, KEVIN,GA,9,Republican,455842,19089,83392,0
H0GA09212,WILKINSON, JOHN,GA,9,Republican,173619,0,83192,0
H0GA09220,GURTLER, MATT,GA,9,Republican,572169,1565301,412961,0
H0GA09238,UNDERWOOD, ETHAN,GA,9,Republican,331772,0,0,0
H0GA09246,CLYDE, ANDREW,GA,9,Republican,833783,75000,1297712,0
H0GA09261,STRICKLAND, MARIA D.,GA,9,Republican,33646,0,0,0
H0GA09279,WEEKS, KELLIE,GA,9,Republican,2563,0,0,0
H0GA10269,FERGUSON, ANDREW,GA,10,Democrat,18046,0,0,0
H0GA11036,BARRETT, DANA,GA,11,Democrat,104236,0,0,0
